Lot,Wafer,diex,diey,measurement,LotWaferID (2),group (of 4),group (of 9),group (of 16),group (of 25),group (of 36),group (of 49),group (of 64),group (of 81),group (of 100),group (of 121),group (of 144),Pattern,LotWaferID
1,wafer-01,19,6,-1.53E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,7,-5.06E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,8,-9.38E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,9,6.16E-09,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,10,-1.09E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,11,-4.13E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,12,-4.70E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,13,-3.03E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,14,-2.44E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,15,-2.04E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,16,1.62E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,17,2.98E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,18,2.89E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,19,2.52E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,20,9.66E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,21,2.16E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,22,2.74E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,23,1.81E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,24,6.14E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,25,2.21E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,19,26,-1.98E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,5,-9.19E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,6,-2.39E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,7,-1.08E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,8,-1.34E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,9,-3.38E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,10,-7.82E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,11,9.31E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,12,2.78E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,13,4.40E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,14,3.67E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,15,4.07E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,16,4.32E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,17,6.04E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,18,3.94E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,19,5.55E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,20,3.53E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,21,3.88E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,22,2.82E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,23,4.16E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,24,2.64E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,25,3.49E-09,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,26,2.11E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,20,27,2.35E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,5,3.06E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,6,3.35E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,7,2.19E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,8,2.13E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,9,3.21E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,10,1.40E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,11,6.90E-09,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,12,9.05E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,13,8.53E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,14,9.10E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,15,1.93E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,16,2.29E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,17,-3.64E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,18,3.56E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,19,-4.18E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,20,-6.83E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,21,9.12E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,22,-2.31E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,23,-3.02E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,24,-1.28E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,25,-1.51E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,26,-7.65E-09,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,21,27,2.28E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,5,2.25E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,6,1.41E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,7,1.67E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,8,2.18E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,9,3.15E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,10,2.91E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,11,2.12E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,12,3.50E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,13,4.73E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,14,2.53E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,15,2.52E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,16,-9.50E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,17,-3.04E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,18,-3.94E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,19,-4.27E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,20,-6.25E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,21,-7.63E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,22,-8.38E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,23,-3.25E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,24,-9.70E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,25,8.48E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,26,-7.84E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,22,27,-2.51E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,5,7.92E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,6,4.44E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,7,1.61E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,8,5.83E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,9,6.22E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,10,9.00E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,11,7.21E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,12,7.38E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,13,7.18E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,14,6.00E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,15,4.21E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,16,3.62E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,17,-2.24E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,18,-1.70E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,19,-1.17E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,20,-5.26E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,21,-2.08E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,22,-3.83E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,23,-3.27E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,24,-2.71E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,25,-1.03E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,26,-3.34E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,23,27,-1.16E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,5,1.64E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,6,-1.79E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,7,-1.00E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,8,8.87E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,9,8.76E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,10,-6.56E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,11,-1.98E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,12,1.85E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,13,1.07E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,14,-2.76E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,15,-7.34E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,16,-3.75E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,17,-2.53E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,18,-4.44E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,19,-6.88E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,20,-2.38E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,21,-2.62E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,22,-6.68E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,23,-6.04E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,24,-3.18E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,25,-3.12E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,26,-5.03E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,24,27,-6.97E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,5,3.61E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,6,1.85E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,7,4.61E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,8,3.82E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,9,3.54E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,10,1.80E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,11,5.39E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,12,-2.37E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,13,4.42E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,14,4.45E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,15,8.12E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,16,-1.26E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,17,1.14E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,18,7.65E-09,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,19,-1.38E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,20,-3.06E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,21,-5.34E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,22,-5.73E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,23,-4.71E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,24,-6.72E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,25,-4.48E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,26,-3.74E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,25,27,-2.06E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,5,8.36E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,6,7.16E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,7,3.80E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,8,2.78E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,9,1.32E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,10,5.01E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,11,1.16E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,12,1.13E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,13,1.23E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,14,1.16E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,15,3.54E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,16,1.76E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,17,3.68E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,18,-2.83E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,19,-5.07E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,20,-4.47E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,21,-5.13E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,22,-5.03E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,23,-1.06E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,24,-2.57E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,25,-1.95E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,26,-4.27E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,26,27,-6.21E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,5,3.95E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,6,1.44E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,7,-1.95E-09,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,8,8.89E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,9,3.03E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,10,3.65E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,11,2.44E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,12,-1.54E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,13,-1.72E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,14,-1.61E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,15,-2.45E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,16,2.21E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,17,-7.06E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,18,2.26E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,19,-6.14E-09,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,20,5.95E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,21,-1.60E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,22,-4.55E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,23,-9.71E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,24,-2.05E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,25,-2.50E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,26,-1.62E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,27,27,-1.44E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,5,-1.58E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,6,-3.73E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,7,-2.54E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,8,-1.96E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,9,-2.85E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,10,-2.82E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,11,-2.30E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,12,-2.11E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,13,-4.04E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,14,-2.56E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,15,-5.10E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,16,-6.46E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,17,-2.21E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,18,-3.44E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,19,-3.33E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,20,6.98E-08,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
1,wafer-01,28,21,-2.07E-07,1-wafer-01,1,4,11,16,26,23,56,32,62,96,127,Untagged,1-wafer-01
